STRECKE_NR,RICHTUNG,KM_I,KM_L,LAENGE,GEOGR_BREITE,GEOGR_LAENGE,GK_R_DGN,GK_H_DGN
1000,0,117290088,"172,9 + 88",14,54.758979,9.39861587,3525737.557,6070030.356
1005,0,100000076,"0,0 + 76",7,54.77366638,9.43702642,3528200.096,6071680.046
1005,0,100280092,"2,8 + 92",71,54.76401032,9.42687017,3527553.054,6070601.131
1005,0,100350019,"3,5 + 19",22,54.76478031,9.41728762,3526935.732,6070683.133
1005,0,100390051,"3,9 + 51",47,54.76413617,9.41067797,3526510.709,6070608.918
1011,0,100460058,"4,6 + 58",17,54.55593361,9.33671038,3521860.66,6047407.285
1011,0,100830002,"8,3 + 2",3,54.53906266,9.28916059,3518791.993,6045515.622
1011,0,102490072,"24,9 + 72",5,54.47632863,9.07274531,3504791.702,6038496.427
1020,0,100360099,"3,6 + 99",71,54.31532186,10.09532397,3571357.036,6021125.504
1020,0,100640081,"6,4 + 81",19,54.33839752,10.08376629,3570565.447,6023682.3
1020,0,100690018,"6,9 + 18",4,54.34206956,10.08614184,3570713.654,6024093.392
1020,0,100860010,"8,6 + 10",93,54.35652256,10.09311082,3571141.924,6025709.078
1020,0,100920065,"9,2 + 65",11,54.36156321,10.08827449,3570818.852,6026265.261
1020,0,101030045,"10,3 + 45",182,54.36788523,10.07587165,3570001.901,6026956.556
1020,0,101140007,"11,4 + 7",14,54.36985916,10.06149393,3569064.152,6027162.097
1020,0,101140024,"11,4 + 24",6,54.36982538,10.06123886,3569047.632,6027158.087
1020,0,101260074,"12,6 + 74",15,54.3673446,10.04248468,3567832.895,6026863.774
1020,0,101270045,"12,7 + 45",5,54.36723719,10.04140834,3567763.117,6026850.785
1020,0,101800054,"18,0 + 54",3,54.40183187,9.98836034,3564261.331,6030651.744
1020,0,102800084,"28,0 + 84",9,54.44755216,9.86319943,3556071.078,6035633.988
1020,0,103080023,"30,8 + 23",5,54.465816,9.83701405,3554348.326,6037646.411
1020,0,103150027,"31,5 + 27",7,54.47133069,9.83173372,3553998.703,6038256.19
1020,0,103170025,"31,7 + 25",14,54.4729431,9.83044287,3553912.9,6038434.678
1020,0,103210001,"32,1 + 1",9,54.4757448,9.82726159,3553703,6038744.105
1020,0,103520034,"35,2 + 34",10,54.50163888,9.81419487,3552822.63,6041616.494
1020,0,104440090,"44,4 + 90",128,54.58330771,9.82007325,3553097.452,6050711.531
1020,0,104520038,"45,2 + 38",21,54.58865941,9.81328231,3552651.505,6051302.137
1020,0,105280093,"52,8 + 93",5,54.64766293,9.75657335,3548914.853,6057829.039
1020,0,107710025,"77,1 + 25",22,54.78021084,9.48149889,3531057.021,6072427.298
1020,0,107760039,"77,6 + 39",3,54.77701701,9.47573066,3530688.291,6072069.236
1020,0,107810023,"78,1 + 23",11,54.77400935,9.47029992,3530341.082,6071732.074
1020,0,107840023,"78,4 + 23",11,54.77214496,9.46693416,3530125.87,6071523.088
1020,0,107860044,"78,6 + 44",24,54.77079969,9.4644112,3529964.496,6071372.258
1020,0,107890026,"78,9 + 26",42,54.76961071,9.46056987,3529718.147,6071238.273
1020,0,108050066,"80,5 + 66",7,54.77397037,9.43731984,3528218.767,6071714.003
1020,0,108060043,"80,6 + 43",8,54.77430041,9.43626842,3528150.877,6071750.32
1022,0,100010015,"0,1 + 15",9,54.31471657,10.13123944,3573695.312,6021095.024
1022,0,100110015,"1,1 + 15",27,54.3070475,10.12517218,3573314.097,6020235.116
1022,0,100580006,"5,8 + 6",204,54.30946917,10.0630753,3569268.267,6020441.965
1022,0,101350046,"13,5 + 46",18,54.3099228,9.95249065,3562070.2,6020389.624
1022,0,102790026,"27,9 + 26",3,54.29449504,9.74365094,3548495.957,6018508.988
1022,0,102890086,"28,9 + 86",6,54.28516634,9.74038236,3548294.035,6017468.402
1022,0,102990000,"29,9 + 0",14,54.27878395,9.73366149,3547863.727,6016753.428
1023,0,100010015,"0,1 + 15",9,54.31430557,10.1315811,3573718.28,6021049.636
1023,0,100110095,"1,1 + 95",18,54.30498929,10.13169747,3573742.49,6020012.825
1023,0,100170022,"1,7 + 22",60,54.30085516,10.13562729,3574005.694,6019556.795
1023,0,100190060,"1,9 + 60",9,54.29893041,10.13721089,3574112.236,6019344.225
1023,0,100610085,"6,1 + 85",3,54.28481451,10.19463066,3577876.89,6017834.877
1023,0,100900073,"9,0 + 73",58,54.28359247,10.23834173,3580725.842,6017747.942
1023,0,100950044,"9,5 + 44",4,54.28086214,10.24371918,3581081.4,6017450.212
1023,0,100970086,"9,7 + 86",27,54.27884975,10.24509822,3581175.167,6017227.815
1023,0,101400015,"14,0 + 15",4,54.24635,10.27567618,3583232.135,6013646.151
1023,0,101490018,"14,9 + 18",24,54.23824928,10.27573368,3583252.177,6012744.608
1023,0,101490084,"14,9 + 84",9,54.23765667,10.27571514,3583252.16,6012678.628
1023,0,101520024,"15,2 + 24",20,54.23552405,10.27564971,3583252.183,6012441.191
1023,0,101540000,"15,4 + 0",4,54.23394403,10.27568045,3583257.365,6012265.371
1023,0,101580017,"15,8 + 17",6,54.23021208,10.27615095,3583295.551,6011850.559
1023,0,101640091,"16,4 + 91",3,54.22438157,10.2787235,3583475.054,6011204.66
1023,0,102670025,"26,7 + 25",4,54.14865173,10.34023332,3587646.444,6002850.457
1023,0,102850015,"28,5 + 15",5,54.15230405,10.3652169,3589270.915,6003288.193
1023,0,103110035,"31,1 + 35",16,54.14968538,10.39953675,3591518.797,6003040.602
1023,0,103130037,"31,3 + 37",5,54.14983877,10.40260282,3591718.776,6003061.645
1023,0,103210090,"32,1 + 90",3,54.15488687,10.4118789,3592313.59,6003635.549
1023,0,103250081,"32,5 + 81",5,54.15678036,10.41688941,3592636.679,6003852.839
1023,0,103270023,"32,7 + 23",5,54.15764877,10.41847613,3592738.387,6003951.57
1023,0,103280064,"32,8 + 64",13,54.15850563,10.42006002,3592839.932,6004049.013
1023,0,103310069,"33,1 + 69",7,54.15994459,10.42401869,3593095.284,6004214.368
1023,0,103700027,"37,0 + 27",4,54.17635244,10.47151371,3596159.494,6006104.057
1023,0,103770068,"37,7 + 68",5,54.17344933,10.48168058,3596830.077,6005794.827
1023,0,104230087,"42,3 + 87",5,54.16746096,10.55038098,3601330.516,6005224.613
1023,0,104270020,"42,7 + 20",10,54.16572234,10.55452179,3601605.187,6005037.056
1023,0,104770090,"47,7 + 90",6,54.13529646,10.61016788,3605316.413,6001732.244
1023,0,104810015,"48,1 + 15",23,54.13321235,10.61365083,3605549.335,6001505.488
1023,0,104810015,"48,1 + 15",10,54.13321235,10.61365083,3605549.335,6001505.488
1023,0,106250084,"62,5 + 84",12,54.10000982,10.79909898,3617763.668,5998103.011
1031,0,110440033,"104,4 + 33",18,54.30509087,10.13120339,3573710.148,6020023.616
1031,0,110480085,"104,8 + 85",26,54.30679274,10.1250417,3573306.057,6020206.625
1033,0,110280034,"102,8 + 34",31,54.29157916,10.13287456,3573843.077,6018521.467
1040,0,107460086,"74,6 + 86",21,54.07635043,9.97981582,3564209.236,5994416.715
1040,0,108040080,"80,4 + 80",4,54.1128852,9.94220796,3561693.538,5998449.65
1040,0,108200022,"82,0 + 22",8,54.12304413,9.92617557,3560630.287,5999566.509
1040,0,108530083,"85,3 + 83",6,54.14519742,9.89123637,3558314.902,6002002.87
1040,0,108850017,"88,5 + 17",22,54.16426904,9.8559883,3555985.921,6004097.139
1040,0,109020091,"90,2 + 91",6,54.17737157,9.84084158,3554979.264,6005543.623
1040,0,109430004,"94,3 + 4",7,54.21104873,9.81889315,3553502.707,6009275.207
1040,0,109790039,"97,9 + 39",7,54.24154855,9.79897416,3552164.757,6012655.11
1040,0,110080062,"100,8 + 62",7,54.26108821,9.77080553,3550304.604,6014809.572
1040,0,110380069,"103,8 + 69",15,54.27739023,9.73401248,3547888.202,6016598.535
1040,0,110550084,"105,5 + 84",51,54.28582225,9.71214227,3546454.17,6017522.48
1040,0,110620045,"106,2 + 45",89,54.28511953,9.70211114,3545801.683,6017437.716
1040,0,110750042,"107,5 + 42",928,54.28835602,9.68539933,3544709.828,6017787.26
1040,0,110810053,"108,1 + 53",294,54.29359235,9.68258088,3544520.652,6018368.322
1040,2,110830046,"108,3 + 46",2452,54.29524592,9.68168741,3544460.699,6018551.814
1040,0,110890039,"108,9 + 39",1265,54.3004025,9.67962123,3544320.643,6019124.482
1040,0,110990087,"109,9 + 87",71,54.30702467,9.69010955,3544996.231,6019868.207
1040,0,111060005,"110,6 + 5",65,54.30792193,9.69893882,3545569.942,6019973.737
1040,0,111100018,"111,0 + 18",56,54.30513685,9.70281257,3545825.169,6019666.242
1040,0,111180067,"111,8 + 67",45,54.29955628,9.69611022,3545395.02,6019040.758
1040,2,111270038,"112,7 + 38",12,54.29687632,9.68359811,3544583.344,6018734.494
1040,0,111310009,"113,1 + 9",20,54.29768322,9.67817066,3544229.119,6018820.897
1040,0,111380068,"113,8 + 68",23,54.30271793,9.67049521,3543724.081,6019376.522
1040,0,111390029,"113,9 + 29",16,54.30314702,9.66991696,3543685.985,6019423.925
1040,0,111400026,"114,0 + 26",15,54.30381755,9.66897176,3543623.748,6019497.977
1040,0,111400052,"114,0 + 52",21,54.30400304,9.66873065,3543607.857,6019518.474
1040,2,111450032,"114,5 + 32",37,54.30712342,9.66370755,3543277.609,6019862.709
1040,0,111470059,"114,7 + 59",26,54.30884798,9.66187969,3543156.832,6020053.548
1040,0,111470087,"114,7 + 87",5,54.3090703,9.6616807,3543143.648,6020078.172
1040,0,111490026,"114,9 + 26",5,54.31010336,9.66049831,3543065.613,6020192.438
1040,0,111570033,"115,7 + 33",4,54.31618072,9.654038,3542638.867,6020864.978
1040,0,112140005,"121,4 + 5",11,54.36464753,9.62805438,3540899.902,6026244.382
1040,0,112490000,"124,9 + 0",7,54.38857729,9.59364935,3538641.148,6028888.611
1040,0,112650077,"126,5 + 77",4,54.40140465,9.5803234,3537763.708,6030309.212
1040,0,113520063,"135,2 + 63",60,54.47451357,9.54736825,3535560.291,6038429.903
1040,0,113760096,"137,6 + 96",3,54.49568674,9.54519683,3535401.271,6040785.633
1040,0,113800033,"138,0 + 33",21,54.49780792,9.54150765,3535160.421,6041019.9
1040,0,113840074,"138,4 + 74",6,54.50035685,9.53630877,3534821.426,6041301.047
1040,0,113950084,"139,5 + 84",14,54.50498697,9.52124394,3533841.624,6041809.103
1040,0,114010087,"140,1 + 87",6,54.50715676,9.51271673,3533287.486,6042046.569
1040,0,114280047,"142,8 + 47",13,54.5200234,9.47901403,3531094.645,6043463.404
1040,0,114290023,"142,9 + 23",19,54.52048166,9.47814409,3531037.966,6043514.031
1040,0,115250051,"152,5 + 51",10,54.58322138,9.38068133,3524689.054,6050459.309
1040,0,115620016,"156,2 + 16",15,54.61602081,9.37570362,3524347.705,6054108.636
1040,0,116210029,"162,1 + 29",3,54.66621094,9.39916829,3525831.847,6059703.926
1040,0,117070086,"170,7 + 86",28,54.74198168,9.38230539,3524697.86,6068132.413
1040,0,117290016,"172,9 + 16",8,54.75824882,9.39855346,3525734.001,6069949.051
1040,0,117290055,"172,9 + 55",14,54.75850282,9.39896936,3525760.615,6069977.478
1040,0,117520015,"175,2 + 15",11,54.77357392,9.42185241,3527223.667,6071663.774
1040,0,117620030,"176,2 + 30",8,54.7739873,9.43598426,3528132.808,6071715.352
1042,0,99979981,"-0,2 + -18",5,54.0742401,9.97903306,3564161.253,5994181.125
1042,0,100000003,"0,0 + 3",42,54.0761984,9.97954573,3564191.792,5994399.55
1042,0,100000070,"0,0 + 70",10,54.07676652,9.97988347,3564213.022,5994463.088
1042,0,100590029,"5,9 + 29",7,54.0763807,9.90429909,3559266.427,5994354.265
1042,0,101310010,"13,1 + 10",18,54.08115785,9.79665965,3552215.109,5994801.278
1042,0,101760095,"17,6 + 95",17,54.08919946,9.72792206,3547707.3,5995647.86
1042,0,102420079,"24,2 + 79",15,54.0907609,9.63069785,3541344.011,5995760.56
1042,0,102670009,"26,7 + 9",11,54.0980214,9.59566081,3539044.679,5996548.812
1042,0,102950019,"29,5 + 19",4,54.10654658,9.55522407,3536391.85,5997476.182
1042,0,103460059,"34,6 + 59",3,54.11589672,9.48237856,3531620.145,5998481.949
1042,0,103700076,"37,0 + 76",7,54.1222305,9.44734183,3529324.548,5999171.872
1042,0,104490005,"44,9 + 5",399,54.12478679,9.32934465,3521608.251,5999414.031
1042,0,104600039,"46,0 + 39",12,54.13120054,9.31705002,3520801.242,6000124.248
1042,0,104930059,"49,3 + 59",6,54.15035265,9.28077386,3518421.448,6002245.978
1042,0,104950096,"49,5 + 96",19,54.15067071,9.27718757,3518186.986,6002280.455
1042,0,105160066,"51,6 + 66",16,54.15532131,9.24661981,3516187.939,6002790.699
1042,0,105690057,"56,9 + 57",3,54.17083186,9.17022941,3511193.126,6004502.419
1042,0,106220000,"62,2 + 0",14,54.19072151,9.10219568,3506746.875,6006707.725
1043,0,107440047,"74,4 + 47",5,54.07815051,9.9809517,3564280.804,5994618.096
1043,0,107450089,"74,5 + 89",23,54.07689655,9.98059187,3564259.188,5994478.203
1043,0,107460089,"74,6 + 89",8,54.07603171,9.980181,3564233.629,5994381.573
1043,0,107480073,"74,8 + 73",19,54.07444443,9.97940033,3564184.978,5994204.2
1043,0,107510062,"75,1 + 62",48,54.07203442,9.97779369,3564083.522,5993934.509
1043,0,110160063,"101,6 + 63",30,53.93690715,10.28603613,3584533.659,5979218.236
1043,0,110170010,"101,7 + 10",4,53.9367628,10.28670876,3584578.122,5979202.972
1043,0,110180029,"101,8 + 29",41,53.93639536,10.28841056,3584690.622,5979164.108
1043,0,110280084,"102,8 + 84",21,53.93488401,10.30417902,3585729.235,5979014.846
1043,0,110930050,"109,3 + 50",6,53.88917398,10.36104682,3589561.549,5973997.862
1043,0,111220087,"112,2 + 87",9,53.86461462,10.36865062,3590114.202,5971274.213
1043,0,111880081,"118,8 + 81",24,53.81063689,10.38797708,3591503.053,5965291.658
1043,0,111900079,"119,0 + 79",21,53.80909157,10.38648709,3591408.272,5965117.76
1043,0,111930000,"119,3 + 0",35,53.8074167,10.38468253,3591293.043,5964929.041
1043,0,111980066,"119,8 + 66",6,53.80305821,10.38026533,3591011.506,5964438.313
1100,0,100140038,"1,4 + 38",32,53.87821969,10.68170217,3610671.105,5973231.116
1100,0,100350073,"3,5 + 73",4,53.89642226,10.69181755,3611287.935,5975272.657
1100,0,100380016,"3,8 + 16",17,53.8985339,10.69274746,3611343.446,5975509.115
1100,0,100410023,"4,1 + 23",4,53.90128261,10.69257489,3611324.8,5975814.742
1100,0,100600026,"6,0 + 26",6,53.91652491,10.70293191,3611964.727,5977527.324
1100,0,100600094,"6,0 + 94",6,53.91703369,10.70350575,3612001.066,5977584.851
1100,0,100700070,"7,0 + 70",15,53.92431748,10.71177541,3612524.777,5978408.538
1100,0,100740088,"7,4 + 88",6,53.92743303,10.71532653,3612749.641,5978760.901
1100,0,101030064,"10,3 + 64",59,53.94810704,10.74151552,3614413.19,5981103.614
1100,0,101400063,"14,0 + 63",8,53.97913466,10.76026942,3615558.524,5984587.029
1100,0,102420080,"24,2 + 80",12,54.06214099,10.75542671,3615011.742,5993816.803
1100,0,102610012,"26,1 + 12",18,54.07174744,10.77798113,3616461.464,5994922.771
1100,0,102980023,"29,8 + 23",27,54.10201349,10.79844233,3617715.046,5998324.905
1100,0,102990000,"29,9 + 0",16,54.10269855,10.79860821,3617723.956,5998401.421
1100,0,103010039,"30,1 + 39",22,54.10483774,10.79875769,3617727.676,5998639.738
1100,0,103090020,"30,9 + 20",6,54.11183647,10.79942711,3617751.632,5999419.736
1100,0,103180089,"31,8 + 89",5,54.12027078,10.80277222,3617946.43,6000363.957
1100,0,103640012,"36,4 + 12",6,54.15009878,10.84596809,3620683.694,6003756.363
1100,0,104470047,"44,7 + 47",4,54.21821833,10.89001205,3623358.153,6011413.367
1100,0,104510041,"45,1 + 41",4,54.22172125,10.89071962,3623393.861,6011804.44
1100,0,105250043,"52,5 + 43",6,54.28633543,10.88239269,3622659.001,6018980.844
1100,0,106530016,"65,3 + 16",6,54.3324835,11.03949842,3632739.994,6024400.937
1100,0,107480074,"74,8 + 74",966,54.40054761,11.11172728,3637210.611,6032113.902
1100,0,107670040,"76,7 + 40",11,54.41609305,11.12244786,3637854.56,6033864.836
1100,0,108730079,"87,3 + 79",9,54.49097745,11.21978766,3643909.534,6042393.197
1100,0,108860037,"88,6 + 37",55,54.50125442,11.22783012,3644394.348,6043553.353
1110,0,102450050,"24,5 + 50",6,53.93538945,10.71821088,3612917.616,5979650.943
1110,0,102490070,"24,9 + 70",15,53.93171931,10.71681617,3612835.924,5979240.281
1113,0,100660021,"6,6 + 21",18,53.90902316,10.71409066,3612718.02,5976710.146
1113,1,100960044,"9,6 + 44",10,53.9120478,10.75951317,3615694.335,5977119.882
1113,2,100960071,"9,6 + 71",83,53.9120524,10.75992405,3615721.319,5977121.065
1113,0,101250042,"12,5 + 42",7,53.91717,10.80211836,3618479.166,5977760.247
1113,2,101254343,"12,5 + 4343",10,53.94241634,10.84833349,3621441.997,5980647.988
1113,0,101310033,"13,1 + 33",136,53.91994036,10.80971761,3618970.53,5978081.27
1113,0,101410082,"14,1 + 82",8,53.92614501,10.82130943,3619714.263,5978791.267
1113,0,101780098,"17,8 + 98",6,53.95092046,10.85390184,3621782.823,5981603.925
1113,0,101960004,"19,6 + 4",6,53.95883811,10.8660579,3622557.558,5982505.995
1113,0,102010052,"20,1 + 52",6,53.96174062,10.87195777,3622936.226,5982839.22
1120,0,100300012,"3,0 + 12",38,53.84544882,10.65619839,3609079.186,5969544.649
1120,0,100430066,"4,3 + 66",77,53.83826869,10.64396634,3608292.714,5968726.866
1120,0,100740014,"7,4 + 14",26,53.83525793,10.61401983,3606329.22,5968346.546
1120,0,101070009,"10,7 + 9",47,53.83073031,10.56461267,3603088.037,5967769.82
1120,0,101130047,"11,3 + 47",66,53.83174121,10.55511298,3602460.171,5967868.573
1120,0,101200055,"12,0 + 55",51,53.83430983,10.54527716,3601806.431,5968140.286
1120,0,101580030,"15,8 + 30",3,53.83051873,10.49433189,3598461.665,5967646.54
1120,0,101670062,"16,7 + 62",7,53.8265027,10.48215831,3597669.556,5967182.787
1120,0,101900010,"19,0 + 10",6,53.82245442,10.44870941,3595476.436,5966686.771
1120,0,102010063,"20,1 + 63",17,53.82008287,10.43169763,3594361.572,5966400.106
1120,0,102130085,"21,3 + 85",61,53.81504976,10.41533867,3593295.477,5965818.36
1120,0,102200084,"22,0 + 84",40,53.81301743,10.40529607,3592638.553,5965579.037
1120,0,102270070,"22,7 + 70",3,53.81136414,10.39528276,3591982.664,5965382.029
1120,0,102350085,"23,5 + 85",35,53.80755992,10.385072,3591318.387,5964945.481
1120,0,102390000,"23,9 + 0",6,53.80519988,10.38243549,3591149.831,5964679.444
1120,0,102410090,"24,1 + 90",15,53.80296626,10.38017049,3591005.457,5964427.959
1120,0,102530079,"25,3 + 79",11,53.79385496,10.37077787,3590406.261,5963401.962
1120,0,102820063,"28,2 + 63",6,53.77277183,10.34582327,3588806.393,5961024.136
1120,0,102960052,"29,6 + 52",44,53.76435646,10.33029108,3587799.952,5960068.286
1120,0,103540036,"35,4 + 36",6,53.72792787,10.26882812,3583819.492,5955939.934
1120,0,103600029,"36,0 + 29",15,53.72290035,10.26589481,3583635.869,5955376.963
1120,0,104120001,"41,2 + 1",16,53.67780057,10.2471354,3582485.712,5950335.871
1120,0,104120041,"41,2 + 41",6,53.67745123,10.24699413,3582477.059,5950296.829
1120,0,104130030,"41,3 + 30",15,53.67667641,10.24666373,3582456.739,5950210.216
1120,0,104160013,"41,6 + 13",6,53.67430307,10.2451607,3582362.048,5949944.345
1120,0,104200039,"42,0 + 39",6,53.67135078,10.24112973,3582101.41,5949611.126
1120,0,104210071,"42,1 + 71",25,53.67063429,10.23954017,3581997.752,5949529.555
1120,0,104220086,"42,2 + 86",6,53.67006467,10.23808932,3581902.973,5949464.492
1120,0,104240034,"42,4 + 34",5,53.66933461,10.23621873,3581780.761,5949381.092
1120,0,104340091,"43,4 + 91",12,53.66403609,10.22295455,3580914.28,5948776.258
1120,0,105020077,"50,2 + 77",3,53.61499693,10.16627167,3577257.131,5943255.711
1120,0,105050031,"50,5 + 31",5,53.61307387,10.1642074,3577124.029,5943039.456
1120,0,105110061,"51,1 + 61",7,53.60833429,10.15901064,3576788.709,5942506.372
1120,0,105150034,"51,5 + 34",6,53.60570306,10.15552752,3576562.932,5942209.792
1120,0,105160034,"51,6 + 34",5,53.60503038,10.15452679,3576497.908,5942133.855
1120,0,105170029,"51,7 + 29",7,53.60439284,10.1535723,3576435.88,5942061.878
1120,0,105180021,"51,8 + 21",11,53.60378479,10.15263035,3576374.627,5941993.198
1120,0,105290089,"52,9 + 89",9,53.59640973,10.14007114,3575556.447,5941159.034
1120,0,105300008,"53,0 + 8",8,53.59629005,10.13986637,3575543.104,5941145.497
1120,1,105440033,"54,4 + 33",49,53.58731298,10.1245117,3574542.34,5940130.265
1120,0,105440033,"54,4 + 33",49,53.58731298,10.1245117,3574542.34,5940130.265
1120,0,105450080,"54,5 + 80",6,53.58638654,10.12292854,3574439.132,5940025.507
1120,2,105480014,"54,8 + 14",59,53.58491185,10.12040846,3574274.835,5939858.758
1120,0,105480014,"54,8 + 14",59,53.58491185,10.12040846,3574274.835,5939858.758
1120,0,105530031,"55,3 + 31",8,53.58165355,10.114841,3573911.824,5939490.352
1120,0,105670013,"56,7 + 13",7,53.57476914,10.09787865,3572800.265,5938706.724
1120,0,105780049,"57,8 + 49",18,53.57134867,10.08184764,3571744.181,5938309.804
1120,0,105800006,"58,0 + 6",5,53.57067347,10.07976896,3571607.621,5938232.57
1120,0,105810046,"58,1 + 46",11,53.57016244,10.07783949,3571480.665,5938173.761
1120,0,105840086,"58,4 + 86",9,53.56898334,10.07310828,3571169.22,5938037.804
1120,0,105910065,"59,1 + 65",,53.56661059,10.06367284,3570548.09,5937764.359
1120,0,105920064,"59,2 + 64",11,53.56625733,10.06230239,3570457.883,5937723.689
1120,0,106000045,"60,0 + 45",22,53.56374113,10.05132854,3569734.979,5937432.869
1120,0,106040011,"60,4 + 11",19,53.56334818,10.04584968,3569372.615,5937383.792
1120,0,106050090,"60,5 + 90",19,53.56291756,10.04325163,3569201.179,5937333.343
1120,0,106100026,"61,0 + 26",28,53.56096442,10.03757549,3568828.261,5937110.481
1120,0,106200090,"62,0 + 90",4,53.55486745,10.02585125,3568061.184,5936420.689
1120,0,106210063,"62,1 + 63",9,53.55422528,10.02562076,3568046.939,5936349.001
1120,0,106270000,"62,7 + 0",23,53.5508978,10.02026284,3567697.17,5935973.583
1120,0,106290000,"62,9 + 0",21,53.55013761,10.01752545,3567516.955,5935886.385
1120,0,106300097,"63,0 + 97",8,53.54953706,10.01473241,3567332.792,5935816.908
1120,0,106320035,"63,2 + 35",33,53.54953787,10.01265495,3567195.1,5935815.039
1120,0,106330095,"63,3 + 95",4,53.54992965,10.01034987,3567041.705,5935856.47
1120,1,106360070,"63,6 + 70",17,53.55164381,10.00750135,3566850.213,5936044.566
1120,0,106370005,"63,7 + 5",114,53.5519435,10.00734477,3566839.364,5936077.772
1120,0,106390060,"63,9 + 60",41,53.55407,10.0060109,3566747.619,5936313.183
1121,0,100300012,"3,0 + 12",38,53.8454033,10.65637946,3609091.221,5969539.862
1121,0,100320056,"3,2 + 56",3,53.84328442,10.65721549,3609151.748,5969305.342
1121,0,100400696,"4,0 + 696",10,53.84075604,10.67724853,3610476.835,5969054.952
1121,0,100460095,"4,6 + 95",19,53.82892623,10.68945811,3611311.78,5967757.519
1121,0,100510037,"5,1 + 37",6,53.8250252,10.69071067,3611404.587,5967325.352
1121,0,100970046,"9,7 + 46",53,53.78434496,10.70374704,3612371.592,5962818.746
1121,0,100980084,"9,8 + 84",5,53.78312687,10.70413657,3612400.518,5962683.806
1121,0,101430091,"14,3 + 91",5,53.74671172,10.72727429,3614024.025,5958668.206
1121,0,101470045,"14,7 + 45",49,53.74353875,10.72757335,3614052.34,5958315.583
1121,0,101540029,"15,4 + 29",5,53.73758645,10.73003954,3614231.165,5957657.146
1121,0,101680037,"16,8 + 37",76,53.72561196,10.73611111,3614664.321,5956334.349
1121,0,101820031,"18,2 + 31",6,53.71316134,10.73441524,3614586.221,5954946.061
1121,0,101870009,"18,7 + 9",5,53.70878248,10.73474367,3614619.799,5954459.295
1121,0,102230066,"22,3 + 66",67,53.67814339,10.72985282,3614379.873,5951041.796
1121,0,102820071,"28,2 + 71",12,53.63280152,10.6858884,3611594.704,5945926.202
1121,0,103400091,"34,0 + 91",73,53.582343,10.67067554,3610720.324,5940287.281
1121,0,103600061,"36,0 + 61",4,53.56462784,10.67046138,3610752.402,5938315.561
1121,0,104060022,"40,6 + 22",17,53.53069502,10.64171314,3608934.898,5934495.128
1121,0,104140065,"41,4 + 65",4,53.52593619,10.63180423,3608290.041,5933950.456
1121,0,104150028,"41,5 + 28",5,53.52557985,10.63106469,3608241.91,5933909.679
1121,0,104360035,"43,6 + 35",25,53.50974573,10.61478033,3607202.019,5932123.016
1121,0,104690075,"46,9 + 75",16,53.47987401,10.61801366,3607491.982,5928803.697
1122,0,100300012,"3,0 + 12",38,53.84546206,10.65646256,3609096.537,5969546.528
1122,0,100320057,"3,2 + 57",3,53.84333111,10.6572866,3609156.307,5969310.647
1122,0,100770068,"7,7 + 68",32,53.84134959,10.72351815,3613520.541,5969193.997
1122,1,100950015,"9,5 + 15",5,53.83829602,10.74942174,3615233.774,5968895.909
1122,0,101090078,"10,9 + 78",6,53.83358817,10.81068338,3619279.365,5968473.172
1122,0,101980024,"19,8 + 24",8,53.85459769,10.93448126,3627364.724,5971026.254
1122,0,102040038,"20,4 + 38",43,53.85266439,10.94298747,3627930.261,5970826.411
1122,1,102040038,"20,4 + 38",43,53.85266439,10.94298747,3627930.261,5970826.411
1122,0,102090094,"20,9 + 94",38,53.84921225,10.94908912,3628342.277,5970453.264
1122,0,103180089,"31,8 + 89",8,53.85451866,11.1116153,3639018.855,5971349.889
1122,0,103230029,"32,3 + 29",51,53.85502862,11.1182529,3639453.849,5971419.66
1122,0,103270062,"32,7 + 62",11,53.85553013,11.12477806,3639881.463,5971488.309
1122,0,103670060,"36,7 + 60",6,53.85737458,11.18528361,3643855.684,5971814.516
1122,0,103940026,"39,4 + 26",8,53.85733382,11.2252729,3646486.503,5971891.79
1122,0,104290087,"42,9 + 87",12,53.83928998,11.26903998,3649429.918,5969975.199
1122,0,104760087,"47,6 + 87",77,53.82053052,11.32825675,3653395.587,5968014.073
1122,0,105920089,"59,2 + 89",17,53.76664274,11.46619519,3662685.795,5962324.905
1122,0,106130026,"61,3 + 26",10,53.7785282,11.48897543,3664141.164,5963699.797
1122,0,106170045,"61,7 + 45",18,53.78017363,11.49466211,3664509.505,5963896.04
1122,0,106290016,"62,9 + 16",17,53.78272143,11.51173345,3665624.498,5964219.208
1122,0,106320008,"63,2 + 8",10,53.78400897,11.51559217,3665873.699,5964371.476
1122,0,106480036,"64,8 + 36",4,53.789183,11.53852339,3667364.16,5965000.983
1122,0,106900079,"69,0 + 79",10,53.78507625,11.60208018,3671568.435,5964695.716
1122,0,106900096,"69,0 + 96",34,53.78506044,11.60233688,3671585.414,5964694.577
1122,0,107000082,"70,0 + 82",10,53.78432306,11.61725349,3672571.327,5964648.679
1122,0,107110035,"71,1 + 35",14,53.78353227,11.63318288,3673624.228,5964599.521
1122,0,107140083,"71,4 + 83",10,53.7832685,11.63844687,3673972.185,5964583.056
1122,0,107160090,"71,6 + 90",8,53.78311124,11.64157796,3674179.158,5964573.234
1122,0,107540046,"75,4 + 46",10,53.77828465,11.69756117,3677888.541,5964174.987
