STRECKE_NR,RICHTUNG,KM_I,KM_L,LAENGE,GEOGR_BREITE,GEOGR_LAENGE,GK_R_DGN,GK_H_DGN
6307,0,103560044,"35,6 + 44",8,50.87191062,11.70186095,3690247.005,5640875.808
6307,0,103600095,"36,0 + 95",5,50.87092638,11.70807407,3690688.267,5640782.366
6307,0,103650074,"36,5 + 74",7,50.86980041,11.71463623,3691154.691,5640674.102
6307,0,103690000,"36,9 + 0",8,50.86892664,11.71905401,3691469.184,5640588.366
6307,0,103720044,"37,2 + 44",3,50.86805833,11.72374223,3691802.7,5640503.959
6307,0,103730099,"37,3 + 99",5,50.86778355,11.72589529,3691955.361,5640478.993
6307,0,103920026,"39,2 + 26",6,50.87261897,11.7497919,3693617.176,5641079.173
6307,0,103970056,"39,7 + 56",9,50.87287697,11.75725208,3694141.099,5641127.455
6307,0,103990024,"39,9 + 24",7,50.87348581,11.75942606,3694291.555,5641200.888
6307,0,104130040,"41,3 + 40",6,50.88412645,11.76819207,3694864.038,5642407.432
6307,0,104160090,"41,6 + 90",7,50.8849889,11.77281396,3695185.608,5642515.563
6307,0,104220020,"42,2 + 20",6,50.88550787,11.78026344,3695707.534,5642593.004
6307,0,104280022,"42,8 + 22",12,50.88537109,11.78872175,3696303.177,5642600.247
6307,0,104280095,"42,8 + 95",3,50.88533177,11.78975718,3696376.188,5642598.628
6307,0,104290062,"42,9 + 62",9,50.88528883,11.79070674,3696443.173,5642596.379
6307,0,104300015,"43,0 + 15",10,50.88522065,11.79145159,3696495.863,5642590.778
6307,0,104470022,"44,7 + 22",10,50.88892017,11.81355078,3698034.924,5643061.285
6307,0,104530053,"45,3 + 53",8,50.89229572,11.82057678,3698514.833,5643455.579
6307,0,104580068,"45,8 + 68",8,50.89334285,11.82764631,3699007.657,5643591.074
6307,0,104810096,"48,1 + 96",10,50.90311926,11.85646654,3700992.785,5644756.479
6307,0,104830023,"48,3 + 23",4,50.90359621,11.85810664,3701106.071,5644813.992
6307,0,104890078,"48,9 + 78",7,50.90555688,11.86682021,3701710.376,5645055.833
6307,0,104910078,"49,1 + 78",6,50.90537816,11.86964157,3701909.552,5645043.671
6307,0,105230029,"52,3 + 29",4,50.88958146,11.90013056,3704122.663,5643370.67
6307,0,105270012,"52,7 + 12",7,50.88615711,11.8999417,3704124.347,5642989.303
6307,0,105360039,"53,6 + 39",3,50.87939116,11.90425703,3704457.553,5642248.759
6307,0,105510090,"55,1 + 90",8,50.87719916,11.92570303,3705976.174,5642064.586
6307,0,105540060,"55,4 + 60",10,50.87781158,11.92941327,3706234.537,5642143.054
6307,0,105540099,"55,4 + 99",5,50.87791709,11.92994162,3706271.247,5642156.265
6307,0,105550032,"55,5 + 32",3,50.87801554,11.93038385,3706301.929,5642168.449
6307,0,105600034,"56,0 + 34",9,50.87874751,11.93734374,3706788.403,5642269.328
6307,0,105700065,"57,0 + 65",8,50.87997607,11.95166395,3707790.526,5642446.171
6307,0,105770016,"57,7 + 16",7,50.88181545,11.96044311,3708400.013,5642675.486
6307,0,105870044,"58,7 + 44",8,50.88369485,11.97464466,3709390.755,5642924.69
6307,0,105990050,"59,9 + 50",9,50.8885827,11.98986026,3710439.193,5643511.561
6307,0,106120079,"61,2 + 79",23,50.89074249,12.00819802,3711719.381,5643804.202
6307,0,106150029,"61,5 + 29",83,50.89050348,12.01172316,3711968.433,5643787.738
6307,0,106370067,"63,7 + 67",5,50.89859798,12.039963,3713917.794,5644769.437
6307,0,106370099,"63,7 + 99",7,50.89883282,12.04022546,3713935.176,5644796.316
6307,0,106510082,"65,1 + 82",14,50.89939937,12.05571214,3715021.738,5644904.331
6307,0,106520049,"65,2 + 49",9,50.89919519,12.05660601,3715085.543,5644884.228
6307,0,106550000,"65,5 + 0",64,50.89939023,12.06011502,3715331.428,5644916.152
6307,0,106550044,"65,5 + 44",9,50.89948529,12.06072198,3715373.676,5644928.495
6307,0,106580012,"65,8 + 12",10,50.89952347,12.06448371,3715638.056,5644943.726
6307,0,106600002,"66,0 + 2",16,50.89890974,12.06697401,3715816.033,5644882.751
6307,2,106630020,"66,3 + 20",10,50.89668194,12.06976731,3716022.795,5644643.162
6307,0,106660090,"66,6 + 90",4,50.89394606,12.07275535,3716245.626,5644347.646
6307,0,106780077,"67,8 + 77",6,50.88419398,12.07744361,3716620.627,5643276.836
6307,0,106790062,"67,9 + 62",9,50.88344813,12.0771843,3716605.844,5643193.127
6307,0,106790083,"67,9 + 83",9,50.88326534,12.07711014,3716601.475,5643172.58
6307,0,106800011,"68,0 + 11",8,50.88302187,12.07700965,3716595.534,5643145.209
6307,0,106810048,"68,1 + 48",28,50.8818383,12.07647415,3716563.349,5643012.009
6309,0,100100010,"1,0 + 10",17,50.99129495,11.33067116,3663704.29,5653264.084
6309,0,100130085,"1,3 + 85",7,50.99196924,11.32546968,3663336.787,5653327.549
6309,0,100160010,"1,6 + 10",5,50.99179508,11.3222812,3663113.574,5653301.12
6309,0,100160085,"1,6 + 85",17,50.99176011,11.32121516,3663038.863,5653294.872
6311,0,99969979,"-0,3 + -20",25,50.97523973,10.33583495,3593896.274,5649740.995
6311,0,99999987,"-0,0 + -12",10,50.97671711,10.33212825,3593632.98,5649900.631
6311,0,100000005,"0,0 + 5",9,50.97680336,10.33192849,3593618.778,5649909.972
6311,0,100010066,"0,1 + 66",26,50.97764095,10.33005961,3593485.849,5650000.777
6311,0,100040056,"0,4 + 56",6,50.9789279,10.32648343,3593232.128,5650139.415
6311,0,100070034,"0,7 + 34",16,50.97954134,10.32265687,3592962.183,5650202.827
6311,0,100100016,"1,0 + 16",6,50.97971254,10.31865777,3592681.008,5650216.842
6311,0,100130005,"1,3 + 5",16,50.97949446,10.31455906,3592393.612,5650187.443
6311,0,100170050,"1,7 + 50",6,50.97897957,10.30827639,3591953.431,5650122.318
6311,0,100200024,"2,0 + 24",15,50.97817276,10.30462146,3591698.35,5650028.02
6311,0,100270027,"2,7 + 27",7,50.972905,10.29965416,3591359.842,5649435.866
6311,0,100290049,"2,9 + 49",15,50.97099148,10.29875903,3591300.722,5649221.896
6311,0,100330022,"3,3 + 22",10,50.96776994,10.29731032,3591205.273,5648861.736
6311,0,100370047,"3,7 + 47",11,50.96502035,10.29327674,3590927.309,5648550.892
6311,0,100490090,"4,9 + 90",10,50.96182654,10.27681755,3589777.259,5648175.461
6311,0,100790092,"7,9 + 92",9,50.93827743,10.2615876,3588752.137,5645537.415
6311,0,100820050,"8,2 + 50",14,50.93645011,10.25937936,3588600.396,5645331.491
6311,0,100880040,"8,8 + 40",8,50.93508685,10.25143205,3588044.354,5645170.335
6311,0,100970064,"9,7 + 64",5,50.93417161,10.23893057,3587167.311,5645053.692
6311,0,100980039,"9,8 + 39",9,50.93367477,10.23821193,3587117.723,5644997.574
6311,0,101040049,"10,4 + 49",7,50.92907958,10.23349467,3586794.673,5644480.846
6311,0,101070097,"10,7 + 97",7,50.92617082,10.23168606,3586672.927,5644155.148
6311,0,101200059,"12,0 + 59",7,50.91760648,10.22136236,3585962.883,5643190.377
6311,0,101280025,"12,8 + 25",8,50.91086311,10.22311698,3586098.697,5642442.281
6311,0,101280074,"12,8 + 74",8,50.91045356,10.2233727,3586117.437,5642397.02
6311,0,101350097,"13,5 + 97",9,50.90435226,10.22689225,3586376.245,5641722.416
6311,0,101470014,"14,7 + 14",7,50.89440813,10.22854241,3586510.725,5640618.154
6311,0,101600081,"16,0 + 81",11,50.8822273,10.22721593,3586439.926,5639261.601
6311,0,101630032,"16,3 + 32",9,50.88003607,10.2279097,3586492.801,5639018.659
6311,0,101650068,"16,5 + 68",5,50.87826755,10.22974321,3586625.111,5638824.076
6311,0,101720079,"17,2 + 79",7,50.87226392,10.23188241,3586786.804,5638158.74
6311,0,102190038,"21,9 + 38",12,50.8351281,10.20341771,3584850.568,5633994.714
6311,0,102310003,"23,1 + 3",13,50.82647513,10.19436972,3584228.761,5633021.818
6311,0,102310056,"23,1 + 56",26,50.82600855,10.1942199,3584219.044,5632969.745
6311,0,102350020,"23,5 + 20",65,50.82278253,10.1933884,3584166.255,5632609.938
6311,0,102450030,"24,5 + 30",6,50.81588867,10.20092005,3584709.407,5631851.666
6311,0,102550015,"25,5 + 15",4,50.81328369,10.21410945,3585643.646,5631577.076
6311,0,102630064,"26,3 + 64",5,50.81478865,10.2259074,3586472.336,5631758.212
6311,0,102670008,"26,7 + 8",6,50.81522905,10.23073318,3586811.609,5631812.853
6311,0,102840030,"28,4 + 30",18,50.81278032,10.25428537,3588476.013,5631568.364
6311,0,103100047,"31,0 + 47",12,50.79500897,10.27831595,3590203.781,5629620.522
6311,0,103120089,"31,2 + 89",19,50.79329246,10.28041373,3590354.987,5629432.14
6311,0,103190018,"31,9 + 18",3,50.78837197,10.2848012,3590673.839,5628890.16
6311,0,103550029,"35,5 + 29",5,50.76126754,10.31115691,3592585.708,5625907.753
6311,0,103600039,"36,0 + 39",12,50.75895244,10.3173844,3593029.665,5625658.034
6311,0,103690071,"36,9 + 71",11,50.75148581,10.32290898,3593434.316,5624834.425
6311,0,103820022,"38,2 + 22",5,50.74163762,10.33115183,3594035.709,5623749.377
6311,0,103870080,"38,7 + 80",10,50.73982546,10.33846499,3594555.539,5623557.111
6311,0,103900050,"39,0 + 50",12,50.73859261,10.34173257,3594788.669,5623424.15
6311,0,103930092,"39,3 + 92",8,50.73623283,10.34482321,3595011.6,5623165.617
6311,0,104040021,"40,4 + 21",9,50.72945228,10.35396433,3595670.681,5622423.141
6311,0,104080020,"40,8 + 20",15,50.7259824,10.35533469,3595774.499,5622038.935
6311,0,104130090,"41,3 + 90",7,50.72103053,10.35339555,3595647.658,5621485.601
6311,0,104210092,"42,1 + 92",7,50.71428959,10.34946214,3595383.578,5620730.691
6311,0,104380045,"43,8 + 45",4,50.69965623,10.34567573,3595145.761,5619098.064
6311,0,104440070,"44,4 + 70",3,50.69416007,10.3452305,3595125.417,5618486.121
6311,0,104650038,"46,5 + 38",8,50.67599757,10.34401496,3595076.207,5616464.242
6311,0,104790080,"47,9 + 80",12,50.66502186,10.35284186,3595722.407,5615254.715
6311,0,104920014,"49,2 + 14",5,50.65814671,10.36566162,3596642.836,5614506.59
6311,0,104930015,"49,3 + 15",18,50.65736362,10.36637941,3596695.196,5614420.419
6311,0,104960000,"49,6 + 0",10,50.65570624,10.36940191,3596912.323,5614240.007
6311,0,104960022,"49,6 + 22",80,50.65561001,10.36967359,3596931.732,5614229.658
6311,0,105260060,"52,6 + 60",4,50.63290009,10.37408541,3597290.553,5611709.304
6311,0,105460075,"54,6 + 75",9,50.61904086,10.38789701,3598296.54,5610185.893
6311,0,105750056,"57,5 + 56",7,50.59885625,10.41015811,3599914.597,5607970.421
6311,0,105910008,"59,1 + 8",10,50.58519295,10.41086987,3599993.909,5606451.564
6311,0,105930035,"59,3 + 35",8,50.58360184,10.41282845,3600135.983,5606277.22
6311,0,105970015,"59,7 + 15",16,50.58164446,10.41722131,3600451.245,5606065.431
6311,0,105980038,"59,8 + 38",12,50.58097161,10.41859642,3600550.066,5605992.451
6311,0,106090087,"60,9 + 87",15,50.57113088,10.42097746,3600739.675,5604901.065
6311,0,106100080,"61,0 + 80",5,50.57029562,10.42093856,3600738.699,5604808.103
6311,0,106290014,"62,9 + 14",8,50.5544202,10.41573971,3600404.121,5603035.191
6311,0,106310051,"63,1 + 51",13,50.55233278,10.41511626,3600364.371,5602802.158
6311,0,106330041,"63,3 + 41",10,50.55071499,10.41426549,3600307.51,5602621.057
6311,0,106430005,"64,3 + 5",8,50.54287699,10.40917675,3599963.437,5601742.353
6311,0,106500070,"65,0 + 70",8,50.53712105,10.41465585,3600364.007,5601109.496
6311,0,106700035,"67,0 + 35",5,50.53194286,10.44008311,3602177.707,5600568.19
6311,0,106700070,"67,0 + 70",25,50.53189909,10.44057152,3602212.428,5600563.994
6311,0,106830075,"68,3 + 75",40,50.53294821,10.45878607,3603501.491,5600705.919
6311,0,106860020,"68,6 + 20",17,50.53242029,10.4621394,3603740.384,5600651.876
6311,0,106860073,"68,6 + 73",5,50.5323097,10.46286613,3603792.149,5600640.591
6311,0,107140077,"71,4 + 77",4,50.53279748,10.50080256,3606480.6,5600748.559
6311,0,107980042,"79,8 + 42",8,50.51661463,10.60504509,3613909.81,5599103.208
6311,0,108120023,"81,2 + 23",6,50.5070329,10.6171838,3614793.897,5598056.12
6311,0,108150050,"81,5 + 50",5,50.50461421,10.61980232,3614985.508,5597791.14
6311,0,108330063,"83,3 + 63",13,50.49143375,10.63476747,3616079.373,5596348.355
6311,0,108340036,"83,4 + 36",53,50.4909579,10.63547566,3616130.789,5596296.534
6311,0,108350027,"83,5 + 27",9,50.49036215,10.63635413,3616194.584,5596231.642
6311,0,108510003,"85,1 + 3",9,50.47751628,10.64330163,3616719.188,5594813.695
6311,0,108670033,"86,7 + 33",8,50.46414973,10.65121693,3617314.052,5593339.41
6311,0,108780070,"87,8 + 70",65,50.45619927,10.66002208,3617958.958,5592469.027
6311,0,108930009,"89,3 + 9",8,50.44832848,10.67541318,3619071.612,5591618.11
6311,0,109360078,"93,6 + 78",5,50.42330736,10.7220438,3622447.852,5588910.803
6311,0,109380080,"93,8 + 80",3,50.42235941,10.72446613,3622622.425,5588809.357
6311,0,109950070,"99,5 + 70",49,50.41054221,10.80005559,3628025.58,5587622.351
6311,0,110300080,"103,0 + 80",9,50.41967383,10.84065986,3630886.428,5588708.709
6311,0,110770040,"107,7 + 40",33,50.41852382,10.89733064,3634916.852,5588682.085
6311,0,110800069,"108,0 + 69",11,50.41810311,10.90191437,3635243.787,5588643.618
6311,0,110820050,"108,2 + 50",6,50.41784691,10.90443035,3635423.314,5588619.702
6311,0,112960025,"129,6 + 25",21,50.26727134,10.95683098,3639587.675,5571968.946
6311,0,112970035,"129,7 + 35",14,50.26629032,10.95666935,3639579.019,5571859.532
6311,0,112970043,"129,7 + 43",4,50.26621841,10.95666671,3639579.041,5571851.529
6311,0,113000070,"130,0 + 70",8,50.26330955,10.9572287,3639627.608,5571529.053
6311,0,113010012,"130,1 + 12",8,50.26286512,10.95736298,3639638.481,5571479.874
6311,0,113040053,"130,4 + 53",14,50.2598964,10.95781641,3639679.488,5571150.538
6311,0,113250025,"132,5 + 25",8,50.24292473,10.96658968,3640354.862,5569279.402
6311,0,113260009,"132,6 + 9",51,50.24252402,10.96759091,3640427.453,5569236.72
6311,0,113720089,"137,2 + 89",15,50.22475373,11.01579192,3643918.926,5567352.21
6311,0,113810090,"138,1 + 90",12,50.22773943,11.02742214,3644739.738,5567706.794
6311,0,113840017,"138,4 + 17",3,50.22799018,11.03062082,3644967.198,5567740.897
6311,0,113980044,"139,8 + 44",4,50.22999937,11.05016955,3646355.806,5568002.552
6311,0,114020005,"140,2 + 5",4,50.22942288,11.0550994,3646709.292,5567948.124
6311,0,114200081,"142,0 + 81",18,50.21600451,11.06670371,3647578.596,5566478.634
6311,0,114260077,"142,6 + 77",7,50.21091738,11.0688277,3647745.881,5565917.051
6311,0,114430039,"144,3 + 39",5,50.19866072,11.07959047,3648552.084,5564575.251
6311,0,114540009,"145,4 + 9",15,50.18922262,11.07776695,3648451.157,5563521.923
6311,0,114620013,"146,2 + 13",4,50.18343949,11.07105671,3647989.877,5562865.396
6311,0,114660012,"146,6 + 12",5,50.18012756,11.0688938,3647845.636,5562492.758
6311,0,114890048,"148,9 + 48",58,50.16008762,11.07516895,3648355.821,5560276.393
6311,0,114910007,"149,1 + 7",98,50.15866552,11.07540645,3648377.191,5560118.701
6311,0,114920084,"149,2 + 84",40,50.15708505,11.07520699,3648367.83,5559942.526
6311,0,114940074,"149,4 + 74",9,50.15554035,11.07410252,3648293.689,5559768.532
6311,0,115000087,"150,0 + 87",4,50.15088775,11.06951428,3647980.19,5559241.97
6311,0,115070029,"150,7 + 29",10,50.14783255,11.06215105,3647463.388,5558887.602
6311,0,115100020,"151,0 + 20",7,50.14635333,11.05880752,3647228.976,5558716.485
6321,1,122520056,"225,2 + 56",27,54.2957658,13.09963871,3766929.566,6026153.549
6321,1,122550059,"225,5 + 59",5,54.29831763,13.1012558,3767018.242,6026443.485
6321,1,122580086,"225,8 + 86",20,54.30106496,13.10303079,3767115.909,6026755.765
6321,1,122620080,"226,2 + 80",44,54.30416268,13.1059461,3767285.459,6027111.341
6321,2,122640056,"226,4 + 56",8,54.30544759,13.10751571,3767379.216,6027260.2
6321,1,122650074,"226,5 + 74",6,54.30621402,13.10877235,3767455.976,6027350.208
6321,0,122680021,"226,8 + 21",140,54.3075953,13.1117375,3767639.859,6027515.088
6321,0,122840005,"228,4 + 5",583,54.31706742,13.12988249,3768758.175,6028637.608
6321,1,122930039,"229,3 + 39",33,54.3226938,13.14051391,3769412.653,6029303.954
6321,1,123280089,"232,8 + 89",64,54.34707674,13.17491694,3771488.45,6032147.799
6321,1,124400080,"244,0 + 80",17,54.36940812,13.33635796,3781824.405,6035265.464
6321,1,125200032,"252,0 + 32",6,54.42062251,13.41785394,3786758.37,6041289.983
6321,1,125250071,"252,5 + 71",22,54.42420691,13.42331466,3787087.419,6041710.851
6321,0,126100098,"261,0 + 98",14,54.4798829,13.50199203,3791792.469,6048225.941
6321,0,126110065,"261,1 + 65",15,54.48002681,13.50299544,3791856.418,6048246.108
6321,0,126260060,"262,6 + 60",8,54.48222278,13.52515562,3793275.628,6048582.509
6321,0,126280050,"262,8 + 50",10,54.48366294,13.52670483,3793365.618,6048749.118
6321,0,126400055,"264,0 + 55",9,54.49414019,13.52329904,3793070.075,6049899.987
6322,0,101270047,"12,7 + 47",4,54.29862285,12.88897463,3753206.397,6025694.173
6322,0,101860016,"18,6 + 16",14,54.27803004,12.80707625,3748001.994,6023112.567
6322,0,102180066,"21,8 + 66",9,54.27151416,12.75849643,3744878.47,6022218.039
6322,0,102200032,"22,0 + 32",7,54.27120104,12.75600531,3744718.146,6022174.564
6322,0,102650019,"26,5 + 19",4,54.26703917,12.6876473,3740291.942,6021476.596
6322,0,103710040,"37,1 + 40",4,54.25619093,12.52568397,3729806.228,6019730.203
6322,0,104010090,"40,1 + 90",6,54.25005637,12.48007856,3726869.476,6018900.188
6322,0,104100078,"41,0 + 78",38,54.24670986,12.46790461,3726094.729,6018488.834
6322,0,104370010,"43,7 + 10",21,54.23868812,12.43102428,3723735.41,6017478.913
6322,0,104970047,"49,7 + 47",10,54.21574269,12.34805494,3718449.998,6014666.419
6322,0,105150089,"51,5 + 89",10,54.20655305,12.32457568,3716967.305,6013571.682
6322,0,106120057,"61,2 + 57",10,54.14637134,12.22732761,3710931.23,6006581.881
6322,0,106790075,"67,9 + 75",8,54.09391023,12.18052876,3708137.438,6000606.747
6322,0,106990084,"69,9 + 84",43,54.07978945,12.16362556,3707102.356,5998986.145
6322,0,107060096,"70,6 + 96",55,54.07813061,12.15364514,3706457.682,5998772.414
6322,0,107120032,"71,2 + 32",16,54.07622757,12.14651515,3706000.651,5998539.904
6322,0,107170015,"71,7 + 15",58,54.07350095,12.14112461,3705661.457,5998220.871
6324,0,100150094,"1,5 + 94",27,54.30019714,13.10259437,3767093.143,6026657.593
6324,0,100200051,"2,0 + 51",5,54.30384585,13.10578665,3767277.142,6027075.498
6325,1,101390074,"13,9 + 74",10,53.42546343,12.9509141,3762652.818,5928804.615
6325,1,101460007,"14,6 + 7",6,53.42761013,12.94209702,3762053.893,5929010.914
6325,1,101490082,"14,9 + 82",34,53.4288942,12.93688168,3761699.565,5929134.564
6325,1,102860097,"28,6 + 97",5,53.49673688,12.77319342,3750426.562,5936091.854
6325,1,103310004,"33,1 + 4",14,53.51164324,12.71180665,3746268.776,5937535.766
6325,1,103470058,"34,7 + 58",15,53.51581679,12.68795373,3744663.271,5937917.76
6325,1,103490005,"34,9 + 5",8,53.51653833,12.68610127,3744536.307,5937991.653
6325,1,103510015,"35,1 + 15",9,53.5178974,12.68391591,3744383.608,5938135.317
6325,1,103540057,"35,4 + 57",6,53.52056427,12.68138439,3744200.446,5938423.263
6325,0,104950062,"49,5 + 62",7,53.60371625,12.53032771,3733728.112,5947165.202
6325,0,107020030,"70,2 + 30",20,53.75578905,12.40143898,3724390.6,5963666.037
6325,0,107080064,"70,8 + 64",26,53.76088554,12.39728146,3724089.376,5964219.845
6325,0,107360073,"73,6 + 73",11,53.77799122,12.3674518,3722032.804,5966028.986
6325,0,107530055,"75,3 + 55",13,53.79115003,12.35492876,3721138.432,5967453.712
6325,0,108140058,"81,4 + 58",27,53.84009911,12.33753234,3719736.234,5972844.93
6325,0,108580003,"85,8 + 3",30,53.87697692,12.35089995,3720421.739,5976988.852
6325,0,108650042,"86,5 + 42",15,53.88355782,12.34942974,3720290.485,5977716.368
6325,0,108990047,"89,9 + 47",8,53.91378759,12.34175537,3719627.434,5981055.448
6325,0,109050097,"90,5 + 97",48,53.91946998,12.33949585,3719449.226,5981680.585
6325,0,109140077,"91,4 + 77",15,53.92666932,12.33417236,3719061.933,5982465.003
6325,0,109200031,"92,0 + 31",15,53.93011958,12.32814839,3718648.378,5982830.222
6325,0,109290075,"92,9 + 75",55,53.93362372,12.3151021,3717773.62,5983179.861
6325,0,110090069,"100,9 + 69",10,53.98588319,12.22348103,3711494.213,5988715.973
6325,0,110100069,"101,0 + 69",15,53.98652435,12.22241264,3711420.915,5988784.111
6325,0,110390039,"103,9 + 39",23,54.00744051,12.19738942,3709675.11,5991036.624
6325,0,110860055,"108,6 + 55",108,54.04194323,12.15728302,3706875.481,5994757.087
6325,0,111110014,"111,1 + 14",18,54.06255106,12.1459935,3706034.241,5997016.827
6325,0,111240040,"112,4 + 40",58,54.07329806,12.13844623,3705487.215,5998190.514
6325,0,111360002,"113,6 + 2",50,54.08060991,12.12619091,3704649.373,5998968.454
6325,0,111470087,"114,7 + 87",28,54.0840019,12.10967807,3703552.525,5999298.175
6325,0,111480041,"114,8 + 41",7,54.08435633,12.10911497,3703513.956,5999335.986
6325,0,111540023,"115,4 + 23",23,54.08871419,12.10422184,3703172.587,5999806.751
6325,0,111580095,"115,8 + 95",10,54.09234257,12.10049969,3702911.426,6000199.74
6325,0,111590041,"115,9 + 41",49,54.09269605,12.10013578,3702885.901,6000238.022
6325,0,111590042,"115,9 + 42",30,54.09270372,12.10012784,3702885.344,6000238.853
6325,0,111700094,"117,0 + 94",19,54.10145844,12.09074652,3702229.206,6001185.99
6325,0,112000011,"120,0 + 11",26,54.12402747,12.06815889,3700643.241,6003632.577
6325,0,112090055,"120,9 + 55",25,54.13223664,12.06504604,3700400.183,6004537.073
6325,0,112180074,"121,8 + 74",10,54.14048431,12.06501019,3700358.021,6005454.582
6325,0,112320013,"123,2 + 13",53,54.15193368,12.07067954,3700672.984,6006744.491
6325,0,112460040,"124,6 + 40",12,54.16436504,12.07467294,3700873.556,6008138.914
6325,0,112520144,"125,2 + 144",77,54.16825208,12.08303465,3701400.584,6008595.179
6325,0,112620000,"126,2 + 0",23,54.17331308,12.09236751,3701985.177,6009184.894
6327,0,101340033,"13,4 + 33",7,53.41612524,14.36951285,3856941.118,5933934.412
6327,0,102170057,"21,7 + 57",10,53.4430108,14.25565866,3849159.682,5936358.38
6327,0,102480029,"24,8 + 29",9,53.45616157,14.2155272,3846389.093,5937624.165
6327,0,102580026,"25,8 + 26",17,53.45821767,14.20092379,3845403.487,5937781.767
6327,0,102980007,"29,8 + 7",4,53.47826412,14.15166831,3841974.21,5939772.341
6327,0,103110056,"31,1 + 56",17,53.48493816,14.13470946,3840796.017,5940432.903
6327,0,103730096,"37,3 + 96",10,53.50921705,14.05220305,3835133.595,5942740.037
6327,0,104090097,"40,9 + 97",4,53.5097085,13.99791404,3831532.058,5942540.34
6327,0,104160096,"41,6 + 96",24,53.51318201,13.99011489,3830988.104,5942890.184
6327,0,104620051,"46,2 + 51",9,53.53389296,13.95060831,3828209.835,5945009.636
6328,1,107730097,"77,3 + 97",8,53.07094114,13.98212633,3833894.77,5893688.859
6328,0,107870004,"78,7 + 4",8,53.08178468,13.98956432,3834308.65,5894929.059
6328,1,108180083,"81,8 + 83",8,53.10005595,14.02561722,3836579.147,5897129.299
6328,1,108200039,"82,0 + 39",6,53.10106517,14.02723312,3836679.373,5897249.096
6328,1,108530074,"85,3 + 74",7,53.12271439,14.06167952,3838813.59,5899818.446
6328,1,108900060,"89,0 + 60",7,53.14715949,14.09886589,3841106.34,5902712.713
6328,0,109140095,"91,4 + 95",10,53.16462554,14.12066455,3842423.977,5904758.541
6328,0,111010020,"110,1 + 20",25,53.26396002,14.33819716,3856129.416,5916864.335
6328,0,111890071,"118,9 + 71",8,53.32237676,14.40735875,3860245.791,5923704.699
6340,0,100030072,"0,3 + 72",5,51.47314674,11.99111123,3707880.33,5708529.665
6340,0,100090095,"0,9 + 95",24,51.46834077,11.99526937,3708191.034,5708006.947
6340,0,100100051,"1,0 + 51",33,51.46783842,11.99530265,3708195.633,5707951.169
6340,0,100590047,"5,9 + 47",48,51.42477602,11.98783589,3707872.434,5703140.451
6340,0,100650021,"6,5 + 21",142,51.41960263,11.9882431,3707924.231,5702566.211
6340,0,100700011,"7,0 + 11",86,51.41520631,11.98858999,3707968.31,5702078.227
6340,0,100730064,"7,3 + 64",42,51.41203938,11.98884702,3708000.562,5701726.724
6340,0,100800093,"8,0 + 93",54,51.40549922,11.98937926,3708067.272,5701000.825
6340,0,100850069,"8,5 + 69",145,51.40122885,11.98972736,3708110.875,5700526.854
6340,0,100900038,"9,0 + 38",8,51.3970304,11.99026735,3708167.505,5700061.428
6340,0,100910056,"9,1 + 56",84,51.39597605,11.99044196,3708184.441,5699944.657
6340,0,100940077,"9,4 + 77",9,51.39310772,11.9909151,3708230.387,5699626.981
6340,0,100990016,"9,9 + 16",40,51.38921488,11.99187805,3708315.074,5699196.748
6340,0,100990034,"9,9 + 34",7,51.38905825,11.99194226,3708320.254,5699179.51
6340,0,101230099,"12,3 + 99",7,51.36707022,11.99230106,3708445.1,5696734.987
6340,0,101290073,"12,9 + 73",20,51.36193843,11.99150001,3708412.63,5696161.945
6340,0,101310069,"13,1 + 69",9,51.36019262,11.99113844,3708395.379,5695966.746
6340,0,101350035,"13,5 + 35",8,51.35693387,11.9904499,3708362.224,5695602.347
6340,0,101370026,"13,7 + 26",6,51.35522332,11.99023758,3708355.201,5695411.494
6340,0,101390008,"13,9 + 8",32,51.35359354,11.99003535,3708348.513,5695229.653
6340,0,101410047,"14,1 + 47",10,51.35145374,11.98975985,3708339.035,5694990.879
6340,0,101430069,"14,3 + 69",21,51.34945998,11.98969548,3708343.597,5694768.948
6340,0,101570070,"15,7 + 70",16,51.33724825,11.99392856,3708693.895,5693422.781
6340,0,101630095,"16,3 + 95",14,51.3317489,11.99637077,3708889.034,5692818.09
6340,0,101760008,"17,6 + 8",12,51.32118772,12.0006858,3709237.755,5691655.765
6340,0,101920087,"19,2 + 87",10,51.30655566,12.00657063,3709714.594,5690045.182
6340,0,101930042,"19,3 + 42",14,51.30607678,12.00676607,3709730.402,5689992.479
6340,0,101930060,"19,3 + 60",11,51.30592004,12.00683002,3709735.575,5689975.23
6340,0,101930089,"19,3 + 89",17,51.30566754,12.00693306,3709743.91,5689947.441
6340,0,102080030,"20,8 + 30",10,51.2931321,12.01212241,3710162.936,5688568.094
6340,0,102270090,"22,7 + 90",20,51.27606224,12.01905811,3710724.713,5686689.473
6340,0,102380000,"23,8 + 0",12,51.26718091,12.022017,3710971.804,5685710.194
6340,0,102410058,"24,1 + 58",2,51.26398422,12.02249044,3711019.481,5685356.021
6340,0,102440012,"24,4 + 12",16,51.26170478,12.02230199,3711016.773,5685101.962
6340,0,102460000,"24,6 + 0",4,51.26003501,12.02191003,3710997.069,5684915.125
6340,0,102560021,"25,6 + 21",43,51.25166901,12.01594843,3710619.285,5683967.55
